queue,rank,window_id,work_source_id,book_id,book_title,sequence_start,sequence_end,page_count,candidate_count,review_priority,aggregate_window_score,tier_A,tier_B,tier_C,tier_D,stages,matched_categories,attribution_profiles,character_count,text_truncated,decision,scope_fit,duplicate_group,reviewer_notes,first_locator
RESERVE,80,8392b5dcd8e68b41a83afdbd,SRC-TAFSIR-SAADI-ADAM,42,تفسير السعدي = تيسير الكريم الرحمن,503,505,3,1,108,54,0,1,0,0,00_GENERAL_ADAM | 01_CREATION_DECREE,ADAM_PRIMARY | CREATION_DECREE,,12666,False,,,,,
RESERVE,81,100baddef8c6cd3ae157e670,SRC-TAFSIR-SAADI-ADAM,42,تفسير السعدي = تيسير الكريم الرحمن,1183,1185,3,1,108,54,0,1,0,0,00_GENERAL_ADAM | 01_CREATION_DECREE,ADAM_PRIMARY | CREATION_DECREE,,10990,False,,,,,
RESERVE,82,8d6e9d2d95fd7810314a385b,SRC-TAFSIR-SAADI-ADAM,42,تفسير السعدي = تيسير الكريم الرحمن,1704,1706,3,1,108,54,0,1,0,0,00_GENERAL_ADAM | 01_CREATION_DECREE,ADAM_PRIMARY | CREATION_DECREE,,6001,False,,,,,
RESERVE,83,8baea2268d816ae277c76a1a,SRC-TAFSIR-SAADI-ADAM,42,تفسير السعدي = تيسير الكريم الرحمن,1737,1739,3,1,108,54,0,1,0,0,00_GENERAL_ADAM | 01_CREATION_DECREE,ADAM_PRIMARY | CREATION_DECREE,,7136,False,,,,,
RESERVE,84,35159cc0f8459350839b971d,SRC-TAFSIR-SAADI-ADAM,42,تفسير السعدي = تيسير الكريم الرحمن,1204,1206,3,1,107,53,0,1,0,0,00_GENERAL_ADAM | 02_CREATION_MATERIAL,ADAM_PRIMARY | CREATION_MATERIAL,,5276,False,,,,,
RESERVE,85,6912002b5acbc8861142e49a,SRC-HISTORY-TABARI-ADAM,9783,تاريخ الطبري = تاريخ الرسل والملوك، وصلة تاريخ الطبري,1334,1336,3,1,105,51,0,1,0,0,00_GENERAL_ADAM | 02_CREATION_MATERIAL,ADAM_PRIMARY | CREATION_MATERIAL,,6268,False,,,,,
RESERVE,86,bfd13e0bc3eb04a20399c05d,SRC-TAFSIR-SAADI-ADAM,42,تفسير السعدي = تيسير الكريم الرحمن,215,217,3,1,105,51,0,1,0,0,00_GENERAL_ADAM | 02_CREATION_MATERIAL,ADAM_PRIMARY | CREATION_MATERIAL,,7371,False,,,,,
RESERVE,87,d659f34fda132c24b836fcf8,SRC-TAFSIR-SAADI-ADAM,42,تفسير السعدي = تيسير الكريم الرحمن,838,840,3,1,105,51,0,1,0,0,00_GENERAL_ADAM | 05_HONOUR_AND_STATUS,ADAM_PRIMARY | HONOUR_AND_STATUS,,8017,False,,,,,
RESERVE,88,022de346bb33032359d9f521,SRC-TAFSIR-SAADI-ADAM,42,تفسير السعدي = تيسير الكريم الرحمن,1438,1440,3,1,105,51,0,1,0,0,00_GENERAL_ADAM | 02_CREATION_MATERIAL,ADAM_PRIMARY | CREATION_MATERIAL,,4774,False,,,,,
RESERVE,89,1b3694394cb6da667c6ed0bc,SRC-TAFSIR-SAADI-ADAM,42,تفسير السعدي = تيسير الكريم الرحمن,2047,2049,3,1,105,51,0,1,0,0,00_GENERAL_ADAM | 02_CREATION_MATERIAL,ADAM_PRIMARY | CREATION_MATERIAL,,6102,False,,,,,
RESERVE,90,7276dcf376111fac61cf8c7c,SRC-HISTORY-TABARI-ADAM,9783,تاريخ الطبري = تاريخ الرسل والملوك، وصلة تاريخ الطبري,182,192,10,6,77,47,0,0,6,0,00_GENERAL_ADAM,ADAM_PRIMARY,,18024,True,,,,,
RESERVE,91,26d34b7d8916c2b06131d714,SRC-TAFSIR-SAADI-ADAM,42,تفسير السعدي = تيسير الكريم الرحمن,1072,1074,3,1,72,40,0,0,1,0,02_CREATION_MATERIAL | 06_ANGELIC_PROSTRATION,ANGELIC_PROSTRATION | CREATION_MATERIAL,,5902,False,,,,,
RESERVE,92,4b97becab141ac7345d07d8c,SRC-HISTORY-MUNTAZAM-ADAM,12406,المنتظم في تاريخ الملوك والأمم,162,168,7,3,71,35,0,0,3,0,00_GENERAL_ADAM,ADAM_PRIMARY,,14982,False,,,,,
RESERVE,93,050a6b8ff12ed7e950c0e304,SRC-HISTORY-TABARI-ADAM,9783,تاريخ الطبري = تاريخ الرسل والملوك، وصلة تاريخ الطبري,43,49,7,3,71,35,0,0,3,0,00_GENERAL_ADAM,ADAM_PRIMARY,,12714,False,,,,,
RESERVE,94,9af1777d93c5536e1e0a6490,SRC-HISTORY-MUNTAZAM-ADAM,12406,المنتظم في تاريخ الملوك والأمم,4446,4450,5,2,67,39,0,0,2,0,00_GENERAL_ADAM,ADAM_PRIMARY,,10175,False,,,,,
RESERVE,95,a22fd918fd77200b16816a38,SRC-HISTORY-KAMIL-ADAM,21712,الكامل في التاريخ - ت تدمري,1125,1130,6,2,59,31,0,0,2,0,00_GENERAL_ADAM,ADAM_PRIMARY,,14115,False,,,,,
RESERVE,96,bd8d11ddcfd597f834051621,SRC-HISTORY-KAMIL-ADAM,21712,الكامل في التاريخ - ت تدمري,3757,3760,4,2,59,31,0,0,2,0,00_GENERAL_ADAM,ADAM_PRIMARY,,9233,False,,,,,
RESERVE,97,13709c8af09cb8d06a9b5984,SRC-HISTORY-TABARI-ADAM,9783,تاريخ الطبري = تاريخ الرسل والملوك، وصلة تاريخ الطبري,26,31,6,2,59,31,0,0,2,0,00_GENERAL_ADAM,ADAM_PRIMARY,,10039,False,,,,,
RESERVE,98,f6429d56b7d61ffe699f23b5,SRC-HISTORY-TABARI-ADAM,9783,تاريخ الطبري = تاريخ الرسل والملوك، وصلة تاريخ الطبري,199,202,4,2,59,31,0,0,2,0,00_GENERAL_ADAM,ADAM_PRIMARY,,7722,False,,,,,
RESERVE,99,3c3bb7eb8106b164590204f9,SRC-HISTORY-MUNTAZAM-ADAM,12406,المنتظم في تاريخ الملوك والأمم,3476,3478,3,1,55,35,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,5745,False,,,,,
RESERVE,100,e79ba6c7213ac769414c6cd0,SRC-TAFSIR-SAADI-ADAM,42,تفسير السعدي = تيسير الكريم الرحمن,604,606,3,1,49,29,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,6738,False,,,,,
RESERVE,101,222cbbc4c6c2d68eddc5890d,SRC-HISTORY-KAMIL-ADAM,21712,الكامل في التاريخ - ت تدمري,262,264,3,1,47,27,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,7532,False,,,,,
RESERVE,102,a7d30011232815780f53d1e3,SRC-HISTORY-KAMIL-ADAM,21712,الكامل في التاريخ - ت تدمري,382,384,3,1,47,27,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,5682,False,,,,,
RESERVE,103,0ebd113cd1f1fe862f07845c,SRC-HISTORY-KAMIL-ADAM,21712,الكامل في التاريخ - ت تدمري,406,408,3,1,47,27,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,7624,False,,,,,
RESERVE,104,466216440b5bf1f602626a19,SRC-HISTORY-KAMIL-ADAM,21712,الكامل في التاريخ - ت تدمري,472,474,3,1,47,27,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,6415,False,,,,,
RESERVE,105,d9c51daad505ebe3725caaf0,SRC-HISTORY-KAMIL-ADAM,21712,الكامل في التاريخ - ت تدمري,479,481,3,1,47,27,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,6696,False,,,,,
RESERVE,106,7f2934b917997b489742426a,SRC-HISTORY-KAMIL-ADAM,21712,الكامل في التاريخ - ت تدمري,626,628,3,1,47,27,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,5772,False,,,,,
RESERVE,107,287011996f24a8ffd1cf190b,SRC-HISTORY-KAMIL-ADAM,21712,الكامل في التاريخ - ت تدمري,647,649,3,1,47,27,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,9618,False,,,,,
RESERVE,108,8f88fd9ed9d9c34c65b48fa8,SRC-HISTORY-KAMIL-ADAM,21712,الكامل في التاريخ - ت تدمري,987,989,3,1,47,27,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,9689,False,,,,,
RESERVE,109,6e1d85417ad7c6a0af9861c7,SRC-HISTORY-KAMIL-ADAM,21712,الكامل في التاريخ - ت تدمري,1119,1121,3,1,47,27,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,6260,False,,,,,
RESERVE,110,d4eefeb096441a40c8bb9b92,SRC-HISTORY-KAMIL-ADAM,21712,الكامل في التاريخ - ت تدمري,1254,1256,3,1,47,27,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,7384,False,,,,,
RESERVE,111,95506b2b6a6d24b0159bc4a0,SRC-HISTORY-KAMIL-ADAM,21712,الكامل في التاريخ - ت تدمري,1294,1296,3,1,47,27,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,5202,False,,,,,
RESERVE,112,c246e368294216cf275330ac,SRC-HISTORY-KAMIL-ADAM,21712,الكامل في التاريخ - ت تدمري,1434,1436,3,1,47,27,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,5820,False,,,,,
RESERVE,113,7a0656cde1b3db345892b49f,SRC-HISTORY-KAMIL-ADAM,21712,الكامل في التاريخ - ت تدمري,1688,1690,3,1,47,27,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,6454,False,,,,,
RESERVE,114,03cb4d5fb1efb20b41fcc885,SRC-HISTORY-KAMIL-ADAM,21712,الكامل في التاريخ - ت تدمري,2032,2034,3,1,47,27,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,6381,False,,,,,
RESERVE,115,893ce4ac023de9244f737722,SRC-HISTORY-KAMIL-ADAM,21712,الكامل في التاريخ - ت تدمري,2450,2452,3,1,47,27,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,6371,False,,,,,
RESERVE,116,142ef2a56d492febc46801f1,SRC-HISTORY-KAMIL-ADAM,21712,الكامل في التاريخ - ت تدمري,2752,2754,3,1,47,27,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,6729,False,,,,,
RESERVE,117,f0b44faacad2e8e9ab9e7001,SRC-HISTORY-KAMIL-ADAM,21712,الكامل في التاريخ - ت تدمري,2873,2875,3,1,47,27,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,4076,False,,,,,
RESERVE,118,365c0f02af0d17afb75c5856,SRC-HISTORY-KAMIL-ADAM,21712,الكامل في التاريخ - ت تدمري,2908,2910,3,1,47,27,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,5336,False,,,,,
RESERVE,119,d8560a18e2f776b1af26a7c2,SRC-HISTORY-KAMIL-ADAM,21712,الكامل في التاريخ - ت تدمري,2967,2969,3,1,47,27,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,4754,False,,,,,
RESERVE,120,ac6ad286579cf6be2250d755,SRC-HISTORY-KAMIL-ADAM,21712,الكامل في التاريخ - ت تدمري,3043,3045,3,1,47,27,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,6669,False,,,,,
RESERVE,121,92d9f6d9f87e7537c4d95cc6,SRC-HISTORY-KAMIL-ADAM,21712,الكامل في التاريخ - ت تدمري,3408,3410,3,1,47,27,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,7849,False,,,,,
RESERVE,122,3611b5fe67bb933d75b15325,SRC-HISTORY-MUNTAZAM-ADAM,12406,المنتظم في تاريخ الملوك والأمم,1924,1926,3,1,47,27,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,4079,False,,,,,
RESERVE,123,37d379bcdb64c00c4fdfd02e,SRC-HISTORY-TABARI-ADAM,9783,تاريخ الطبري = تاريخ الرسل والملوك، وصلة تاريخ الطبري,9,11,3,1,47,27,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,5914,False,,,,,
RESERVE,124,f532bbc562c6a6b38d94c2f1,SRC-HISTORY-TABARI-ADAM,9783,تاريخ الطبري = تاريخ الرسل والملوك، وصلة تاريخ الطبري,62,64,3,1,47,27,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,5911,False,,,,,
RESERVE,125,5df5ba0b457f8ceeb9692150,SRC-HISTORY-TABARI-ADAM,9783,تاريخ الطبري = تاريخ الرسل والملوك، وصلة تاريخ الطبري,70,72,3,1,47,27,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,4844,False,,,,,
RESERVE,126,03f827d04745916e6b66343b,SRC-HISTORY-TABARI-ADAM,9783,تاريخ الطبري = تاريخ الرسل والملوك، وصلة تاريخ الطبري,239,241,3,1,47,27,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,6214,False,,,,,
RESERVE,127,e3e19a3be5687d2034fe133b,SRC-HISTORY-TABARI-ADAM,9783,تاريخ الطبري = تاريخ الرسل والملوك، وصلة تاريخ الطبري,273,275,3,1,47,27,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,5495,False,,,,,
RESERVE,128,cea42c9e60b0857a2958ba3a,SRC-HISTORY-TABARI-ADAM,9783,تاريخ الطبري = تاريخ الرسل والملوك، وصلة تاريخ الطبري,309,311,3,1,47,27,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,5098,False,,,,,
RESERVE,129,36d2277006b444a48a56620b,SRC-HISTORY-TABARI-ADAM,9783,تاريخ الطبري = تاريخ الرسل والملوك، وصلة تاريخ الطبري,314,316,3,1,47,27,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,5011,False,,,,,
RESERVE,130,9891d00d245714c28b4231db,SRC-HISTORY-TABARI-ADAM,9783,تاريخ الطبري = تاريخ الرسل والملوك، وصلة تاريخ الطبري,329,331,3,1,47,27,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,4642,False,,,,,
RESERVE,131,17a42c113b84bbc608ac5082,SRC-HISTORY-TABARI-ADAM,9783,تاريخ الطبري = تاريخ الرسل والملوك، وصلة تاريخ الطبري,399,401,3,1,47,27,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,5160,False,,,,,
RESERVE,132,5df5c11791e4bcf8ce751535,SRC-HISTORY-TABARI-ADAM,9783,تاريخ الطبري = تاريخ الرسل والملوك، وصلة تاريخ الطبري,423,425,3,1,47,27,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,6825,False,,,,,
RESERVE,133,8168931b617cc5d5cc389150,SRC-HISTORY-TABARI-ADAM,9783,تاريخ الطبري = تاريخ الرسل والملوك، وصلة تاريخ الطبري,479,481,3,1,47,27,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,6313,False,,,,,
RESERVE,134,72789b17347b2fab0f068d55,SRC-HISTORY-TABARI-ADAM,9783,تاريخ الطبري = تاريخ الرسل والملوك، وصلة تاريخ الطبري,3519,3521,3,1,47,27,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,3280,False,,,,,
RESERVE,135,a389f97a0983e26604800a24,SRC-TAFSIR-SAADI-ADAM,42,تفسير السعدي = تيسير الكريم الرحمن,76,78,3,1,47,27,0,0,1,0,00_GENERAL_ADAM,ADAM_PRIMARY,,6471,False,,,,,
